,ADM1,ADM2,ADM3,Pop,Mã,Tên Tiếng Anh,Cấp,Mã QH,Mã TP,lat,lon,most_similar,level,most_similar_d,lat_m,lon_m,closest_distance
2845,Tỉnh Bắc Giang,Thành phố Bắc Giang,Thọ Xương,17206,7201.0,,Phường,213.0,24.0,21.2965274,106.1964606,-1,Khá,,21.15035,107.36734,
2846,Tỉnh Bắc Giang,Thành phố Bắc Giang,Trần Nguyên Hãn,12630,7204.0,,Phường,213.0,24.0,21.2837222,106.1916538,-1,Khá,,21.15035,107.36734,
2847,Tỉnh Bắc Giang,Thành phố Bắc Giang,Ngô Quyền,10401,7207.0,,Phường,213.0,24.0,21.281184,106.201211,-1,Khá,,21.15035,107.36734,
2848,Tỉnh Bắc Giang,Thành phố Bắc Giang,Hoàng Văn Thụ,12989,7210.0,,Phường,213.0,24.0,21.2769261,106.20331,-1,Khá,,21.15035,107.36734,
2849,Tỉnh Bắc Giang,Thành phố Bắc Giang,Trần Phú,7853,7213.0,,Phường,213.0,24.0,21.276545,106.1895951,-1,Khá,,21.15035,107.36734,
2850,Tỉnh Bắc Giang,Thành phố Bắc Giang,Mỹ Độ,5473,7216.0,,Phường,213.0,24.0,21.27069,106.1810956,-1,Khá,,21.15035,107.36734,
2851,Tỉnh Bắc Giang,Thành phố Bắc Giang,Lê Lợi,10684,7219.0,,Phường,213.0,24.0,21.2696549,106.1993326,-1,Khá,,21.15035,107.36734,
2852,Tỉnh Bắc Giang,Thành phố Bắc Giang,Song Mai,11959,7222.0,,Xã,213.0,24.0,21.30333,106.17111,1245,Khá,2.8786000000023847e-06,21.30178,106.1718,186.58772231142083
2853,Tỉnh Bắc Giang,Thành phố Bắc Giang,Xương Giang,9501,7225.0,,Phường,213.0,24.0,21.2935645,106.215027,-1,Khá,,21.15035,107.36734,
2854,Tỉnh Bắc Giang,Thành phố Bắc Giang,Đa Mai,7049,7228.0,,Phường,213.0,24.0,21.2849629,106.1690825,-1,Khá,,21.15035,107.36734,
2855,Tỉnh Bắc Giang,Thành phố Bắc Giang,Dĩnh Kế,15581,7231.0,,Phường,213.0,24.0,21.279756,106.2183754,-1,Khá,,21.15035,107.36734,
2856,Tỉnh Bắc Giang,Thành phố Bắc Giang,Dĩnh Trì,12252,7441.0,,Xã,213.0,24.0,21.28306,106.23694,1142,Tốt,2.0155599999979408e-05,21.28566,106.2406,476.8500195779586
2857,Tỉnh Bắc Giang,Thành phố Bắc Giang,Tân Mỹ,12942,7687.0,,Xã,213.0,24.0,21.27194,106.15889,1222,Khá,2.712020000006606e-05,21.27045,106.16388,542.9577134898657
2858,Tỉnh Bắc Giang,Thành phố Bắc Giang,Đồng Sơn,10127,7696.0,,Xã,213.0,24.0,21.134595150000003,105.989036098347,955,Tốt,5.065426407620852e-05,21.14159,105.99035,789.6387220438045
2859,Tỉnh Bắc Giang,Thành phố Bắc Giang,Tân Tiến,11283,7699.0,,Xã,213.0,24.0,21.25333,106.21722,1225,Rất tốt,2.4915600000065224e-05,21.25117,106.22172,524.564299981217
2860,Tỉnh Bắc Giang,Thành phố Bắc Giang,Song Khê,6299,7705.0,,Xã,213.0,24.0,21.2525,106.17611,1223,Tốt,1.2553999999956122e-06,21.25323,106.17696,119.78470719795618
2861,Tỉnh Bắc Giang,Huyện Yên Thế,Cầu Gồ,3921,,,,,,21.4752146,106.1245608,-1,Khá,,21.15035,107.36734,
2862,Tỉnh Bắc Giang,Huyện Yên Thế,Bố Hạ,3895,7294.0,,Thị trấn,215.0,24.0,21.445589,106.2002528,-1,Khá,,21.15035,107.36734,
2863,Tỉnh Bắc Giang,Huyện Yên Thế,Đồng Tiến,3842,7243.0,,Xã,215.0,24.0,21.510454,106.1949205,-1,Khá,,21.15035,107.36734,
2864,Tỉnh Bắc Giang,Huyện Yên Thế,Canh Nậu,6122,7246.0,,Xã,215.0,24.0,21.58083,106.10889,1113,Tốt,0.0001530601,21.58384,106.09689,1285.1373690861103
2865,Tỉnh Bắc Giang,Huyện Yên Thế,Xuân Lương,6005,7249.0,,Xã,215.0,24.0,21.58361,106.06611,1114,Tốt,2.8944799999872706e-05,21.58359,106.06073,556.2864411386743
2866,Tỉnh Bắc Giang,Huyện Yên Thế,Tam Tiến,6367,7252.0,,Xã,215.0,24.0,21.52583,106.08167,1115,Tốt,2.9090000000128016e-06,21.525,106.08018,179.6449362699195
2867,Tỉnh Bắc Giang,Huyện Yên Thế,Đồng Vương,4827,7255.0,,Xã,215.0,24.0,21.523169,106.1350026,-1,Khá,,21.15035,107.36734,
2868,Tỉnh Bắc Giang,Huyện Yên Thế,Đồng Hưu,4964,7258.0,,Xã,215.0,24.0,21.50556,106.17611,2445,Khá,0.0003385618,21.49309,106.18964,1970.2973955032105
2869,Tỉnh Bắc Giang,Huyện Yên Thế,Đồng Tâm,2468,7260.0,,Xã,215.0,24.0,21.482939,106.1461525,-1,Khá,,21.15035,107.36734,
2870,Tỉnh Bắc Giang,Huyện Yên Thế,Tam Hiệp,3577,7261.0,,Xã,215.0,24.0,21.497665,106.1138775,-1,Khá,,21.15035,107.36734,
2871,Tỉnh Bắc Giang,Huyện Yên Thế,Tiến Thắng,4440,7264.0,,Xã,215.0,24.0,21.48806,106.0675,1125,Khá,1.113160000004776e-05,21.48536,106.06946,362.3008473436073
2872,Tỉnh Bắc Giang,Huyện Yên Thế,Hồng Kỳ,3884,7267.0,,Xã,215.0,24.0,21.4852294,106.156359,-1,Khá,,21.15035,107.36734,
2873,Tỉnh Bắc Giang,Huyện Yên Thế,Đồng Lạc,4096,7270.0,,Xã,215.0,24.0,21.458493,106.145793,-1,Khá,,21.15035,107.36734,
2874,Tỉnh Bắc Giang,Huyện Yên Thế,Đông Sơn,7875,7273.0,,Xã,215.0,24.0,21.47028,106.24222,1117,Khá,0.0002477619999998,21.4704,106.25796,1628.810901122596
2875,Tỉnh Bắc Giang,Huyện Yên Thế,Tân Hiệp,4152,7276.0,,Xã,215.0,24.0,21.46833,106.10444,1123,Rất tốt,2.00979999999093e-06,21.4694,106.10537,153.02717781438963
2876,Tỉnh Bắc Giang,Huyện Yên Thế,Hương Vĩ,5275,7279.0,,Xã,215.0,24.0,21.4703565,106.2008586,-1,Khá,,21.15035,107.36734,
2877,Tỉnh Bắc Giang,Huyện Yên Thế,Đồng Kỳ,5603,7282.0,,Xã,215.0,24.0,21.465991,106.1771981,-1,Khá,,21.15035,107.36734,
2878,Tỉnh Bắc Giang,Huyện Yên Thế,An Thượng,4354,7285.0,,Xã,215.0,24.0,21.46222,106.07583,1124,Tốt,5.791060000011102e-05,21.46167,106.08342,787.826648192471
2879,Tỉnh Bắc Giang,Huyện Yên Thế,Phồn Xương,4729,7288.0,,Thị trấn,215.0,24.0,21.472351,106.1258545,-1,Khá,,21.15035,107.36734,
2880,Tỉnh Bắc Giang,Huyện Yên Thế,Tân Sỏi,4547,7291.0,,Xã,215.0,24.0,21.4403605,106.1629445,-1,Khá,,21.15035,107.36734,
2881,Tỉnh Bắc Giang,Huyện Yên Thế,Bố Hạ,6192,7294.0,,Thị trấn,215.0,24.0,21.445589,106.2002528,-1,Khá,,21.15035,107.36734,
2882,Tỉnh Bắc Giang,Huyện Tân Yên,Cao Thượng,6256,7339.0,,Thị trấn,216.0,24.0,21.3893068,106.1219429,-1,Khá,,21.15035,107.36734,
2883,Tỉnh Bắc Giang,Huyện Tân Yên,Nhã Nam,2885,7306.0,,Thị trấn,216.0,24.0,21.438286,106.0993234,-1,Khá,,21.15035,107.36734,
2884,Tỉnh Bắc Giang,Huyện Tân Yên,Lan Giới,3895,7303.0,,Xã,216.0,24.0,21.45583,106.06194,1291,Khá,2.32593999999948e-05,21.4512,106.06059,533.4529943175475
2885,Tỉnh Bắc Giang,Huyện Tân Yên,Nhã Nam,5158,7306.0,,Thị trấn,216.0,24.0,21.438286,106.0993234,-1,Khá,,21.15035,107.36734,
2886,Tỉnh Bắc Giang,Huyện Tân Yên,Tân Trung,7750,7309.0,,Xã,216.0,24.0,21.43417,106.12417,1311,Rất tốt,1.5545000000059632e-05,21.43674,106.12118,421.2365262094232
2887,Tỉnh Bắc Giang,Huyện Tân Yên,Đại Hóa,4413,7312.0,,Xã,216.0,24.0,21.42917,106.05333,1289,Tốt,2.082500000008945e-06,21.42882,106.05473,150.04645950899962
2888,Tỉnh Bắc Giang,Huyện Tân Yên,Quang Tiến,4944,7315.0,,Xã,216.0,24.0,21.42694,106.07194,1290,Tốt,5.081799999997856e-06,21.42917,106.07161,250.30630877714387
2889,Tỉnh Bắc Giang,Huyện Tân Yên,Phúc Sơn,5542,7318.0,,Xã,216.0,24.0,21.430093,106.037445,1288,Khá,5.395915400000461e-05,21.42297,106.03924,813.5425055933787
2890,Tỉnh Bắc Giang,Huyện Tân Yên,An Dương,7500,7321.0,,Xã,216.0,24.0,21.41417,106.085,2457,Khá,1.5668000000005695e-05,21.41023,106.08538,439.8705233409422
2891,Tỉnh Bắc Giang,Huyện Tân Yên,Phúc Hòa,6851,7324.0,,Xã,216.0,24.0,21.42083,106.14722,1312,Tốt,7.452999999842834e-07,21.42056,106.14804,90.03458782250524
2892,Tỉnh Bắc Giang,Huyện Tân Yên,Liên Sơn,5555,7327.0,,Xã,216.0,24.0,21.41444,106.11472,1311,Rất tốt,0.0005390215999999,21.43674,106.12118,2568.224883439465
2893,Tỉnh Bắc Giang,Huyện Tân Yên,Hợp Đức,7216,7330.0,,Xã,216.0,24.0,21.40028,106.15889,1285,Tốt,5.296769999998697e-05,21.39302,106.1594,809.0000769266571
2894,Tỉnh Bắc Giang,Huyện Tân Yên,Lam Cốt,7599,7333.0,,Xã,216.0,24.0,21.40333,106.05056,1287,Tốt,4.8133799999959474e-05,21.403,106.05749,718.3760184465799
2895,Tỉnh Bắc Giang,Huyện Tân Yên,Cao Xá,12281,7336.0,,Xã,216.0,24.0,21.37889,106.10806,2455,Rất tốt,0.0004991844999999,21.37856,106.08572,2313.458206312061
2896,Tỉnh Bắc Giang,Huyện Tân Yên,Cao Thượng,6967,7339.0,,Thị trấn,216.0,24.0,21.3893068,106.1219429,-1,Khá,,21.15035,107.36734,
2897,Tỉnh Bắc Giang,Huyện Tân Yên,Việt Ngọc,8957,7342.0,,Xã,216.0,24.0,21.38222,106.03306,1309,Khá,1.075300000000928e-05,21.37925,106.03167,360.24772619123434
2898,Tỉnh Bắc Giang,Huyện Tân Yên,Song Vân,9520,7345.0,,Xã,216.0,24.0,21.37806,106.0525,1281,Tốt,5.678500000051584e-06,21.3789,106.05473,249.07914659461807
2899,Tỉnh Bắc Giang,Huyện Tân Yên,Ngọc Châu,7102,7348.0,,Xã,216.0,24.0,21.3775,106.08361,2455,Rất tốt,5.575700000005509e-06,21.37856,106.08572,248.24448034572535
2900,Tỉnh Bắc Giang,Huyện Tân Yên,Ngọc Vân,8871,7351.0,,Xã,216.0,24.0,21.35861,106.04083,1310,Tốt,1.332899999994789e-06,21.35756,106.04131,126.89578035686785
2901,Tỉnh Bắc Giang,Huyện Tân Yên,Việt Lập,10071,7354.0,,Xã,216.0,24.0,21.3537905,106.1511945,-1,Khá,,21.15035,107.36734,
2902,Tỉnh Bắc Giang,Huyện Tân Yên,Liên Chung,7535,7357.0,,Xã,216.0,24.0,21.36,106.17056,1284,Rất tốt,6.90820000002136e-06,21.36031,106.17317,272.472655267036
2903,Tỉnh Bắc Giang,Huyện Tân Yên,Ngọc Thiện,13544,7360.0,,Xã,216.0,24.0,21.3477975,106.0782875,-1,Khá,,21.15035,107.36734,
2904,Tỉnh Bắc Giang,Huyện Tân Yên,Ngọc Lý,7878,7363.0,,Xã,216.0,24.0,21.34139,106.11167,2456,Tốt,1.5628999999971276e-06,21.34137,106.11292,129.48177345007446
2905,Tỉnh Bắc Giang,Huyện Tân Yên,Quế Nham,8975,7366.0,,Xã,216.0,24.0,21.32639,106.16611,1283,Tốt,8.79679999999191e-06,21.32347,106.16663,329.1264764950896
2906,Tỉnh Bắc Giang,Huyện Lạng Giang,Kép,2246,7399.0,,Thị trấn,217.0,24.0,21.40529,106.2800807,-1,Khá,,21.15035,107.36734,
2907,Tỉnh Bắc Giang,Huyện Lạng Giang,Vôi,7500,7375.0,,Thị trấn,217.0,24.0,21.3559169,106.252588,-1,Khá,,21.15035,107.36734,
2908,Tỉnh Bắc Giang,Huyện Lạng Giang,Nghĩa Hòa,7988,7378.0,,Xã,217.0,24.0,21.44167,106.25056,1134,Khá,9.289249999984402e-05,21.43481,106.24379,1035.78378522133
2909,Tỉnh Bắc Giang,Huyện Lạng Giang,Nghĩa Hưng,6478,7381.0,,Xã,217.0,24.0,21.43972,106.21611,1133,Tốt,6.858899999973294e-06,21.43927,106.21869,271.67949217472983
2910,Tỉnh Bắc Giang,Huyện Lạng Giang,Quang Thịnh,9582,7384.0,,Xã,217.0,24.0,21.44194,106.26778,1135,Khá,4.346500000002201e-05,21.43715,106.27231,709.5884728401546
2911,Tỉnh Bắc Giang,Huyện Lạng Giang,Hương Sơn,14942,7387.0,,Xã,217.0,24.0,21.41139,106.31167,1138,Khá,5.802050000006256e-05,21.40438,106.30869,838.3048635578601
2912,Tỉnh Bắc Giang,Huyện Lạng Giang,Đào Mỹ,8365,7390.0,,Xã,217.0,24.0,21.42333,106.20083,1132,Rất tốt,2.8389700000092157e-05,21.42289,106.20614,551.8235729998239
2913,Tỉnh Bắc Giang,Huyện Lạng Giang,Tiên Lục,13103,7393.0,,Xã,217.0,24.0,21.40583,106.20639,1131,Tốt,4.3096100000001554e-05,21.39927,106.20614,729.8977379480472
2914,Tỉnh Bắc Giang,Huyện Lạng Giang,An Hà,9263,7396.0,,Xã,217.0,24.0,21.41583,106.23583,1136,Tốt,1.035699999999457e-06,21.41544,106.23677,106.53251495213388
2915,Tỉnh Bắc Giang,Huyện Lạng Giang,Tân Thịnh,9994,,,,,,21.4118019,106.2670183,-1,Khá,,21.15035,107.36734,
2916,Tỉnh Bắc Giang,Huyện Lạng Giang,Mỹ Hà,6919,7402.0,,Xã,217.0,24.0,21.40278,106.17639,1130,Tốt,7.577299999994502e-06,21.40076,106.17826,296.5313851657446
2917,Tỉnh Bắc Giang,Huyện Lạng Giang,Hương Lạc,9178,7405.0,,Xã,217.0,24.0,21.38667,106.26278,2446,Khá,1.7791700000004558e-05,21.38693,106.26699,436.8527926222655
2918,Tỉnh Bắc Giang,Huyện Lạng Giang,Dương Đức,7313,7408.0,,Xã,217.0,24.0,21.36528,106.18944,1147,Tốt,2.12330000000128e-05,21.36587,106.19401,477.7631774126853
2919,Tỉnh Bắc Giang,Huyện Lạng Giang,Tân Thanh,10962,7411.0,,Xã,217.0,24.0,21.36833,106.22444,1147,Tốt,0.0009320364999997,21.36587,106.19401,3162.93666568152
2920,Tỉnh Bắc Giang,Huyện Lạng Giang,Yên Mỹ,7321,7414.0,,Xã,217.0,24.0,21.36361,106.26083,1140,Tốt,1.410250000000372e-05,21.36736,106.26103,417.4949859182608
2921,Tỉnh Bắc Giang,Huyện Lạng Giang,Tân Hưng,11387,7417.0,,Xã,217.0,24.0,21.3559187,106.2829896,-1,Khá,,21.15035,107.36734,
2922,Tỉnh Bắc Giang,Huyện Lạng Giang,Mỹ Thái,9779,7420.0,,Xã,217.0,24.0,21.33806,106.21583,1145,Khá,6.385000000021753e-07,21.33885,106.21571,88.718874217093
2923,Tỉnh Bắc Giang,Huyện Lạng Giang,Phi Mô,9859,,,,,,21.3361715,106.2416075,-1,Khá,,21.15035,107.36734,
2924,Tỉnh Bắc Giang,Huyện Lạng Giang,Xương Lâm,9343,7426.0,,Xã,217.0,24.0,21.33306,106.27417,1141,Khá,5.478099999996841e-06,21.3314,106.27252,251.55194804230857
2925,Tỉnh Bắc Giang,Huyện Lạng Giang,Xuân Hương,13980,7429.0,,Xã,217.0,24.0,21.3203344,106.20592,-1,Khá,,21.15035,107.36734,
2926,Tỉnh Bắc Giang,Huyện Lạng Giang,Tân Dĩnh,13864,7432.0,,Xã,217.0,24.0,21.31139,106.24167,1143,Tốt,1.4064999999990928e-05,21.30864,106.24422,404.08634377421214
2927,Tỉnh Bắc Giang,Huyện Lạng Giang,Đại Lâm,6888,7435.0,,Xã,217.0,24.0,21.30861,106.28417,2447,Khá,0.0001632264999999,21.29757,106.2906,1396.6785293456144
2928,Tỉnh Bắc Giang,Huyện Lạng Giang,Thái Đào,10742,7438.0,,Xã,217.0,24.0,21.2946275,106.2670904,-1,Khá,,21.15035,107.36734,
2929,Tỉnh Bắc Giang,Huyện Lục Nam,Đồi Ngô,9454,7444.0,,Thị trấn,218.0,24.0,21.306527,106.3826429,-1,Khá,,21.15035,107.36734,
2930,Tỉnh Bắc Giang,Huyện Lục Nam,Lục Nam,3521,,,,,,21.2915334,106.4133168,-1,Khá,,21.15035,107.36734,
2931,Tỉnh Bắc Giang,Huyện Lục Nam,Đông Hưng,10217,7450.0,,Xã,218.0,24.0,21.38583,106.44333,1151,Rất tốt,0.0003199464999998,21.37842,106.45961,1876.2533711835197
2932,Tỉnh Bắc Giang,Huyện Lục Nam,Đông Phú,10844,7453.0,,Xã,218.0,24.0,21.37278,106.41972,1150,Tốt,1.8528100000005505e-05,21.36878,106.42131,474.27467168761945
2933,Tỉnh Bắc Giang,Huyện Lục Nam,Tam Dị,16962,7456.0,,Xã,218.0,24.0,21.35944,106.39083,1298,Rất tốt,0.0001262339999998,21.35062,106.38387,1217.1174147595332
2934,Tỉnh Bắc Giang,Huyện Lục Nam,Bảo Sơn,14149,7459.0,,Xã,218.0,24.0,21.36944,106.33833,1149,Khá,4.356640000005483e-05,21.36452,106.34273,711.9643750450871
2935,Tỉnh Bắc Giang,Huyện Lục Nam,Bảo Đài,9903,7462.0,,Xã,218.0,24.0,21.33389,106.36278,1171,Rất tốt,2.945300000001172e-06,21.33231,106.36345,188.896956473371
2936,Tỉnh Bắc Giang,Huyện Lục Nam,Thanh Lâm,10082,7465.0,,Xã,218.0,24.0,21.3248236,106.3203034,-1,Khá,,21.15035,107.36734,
2937,Tỉnh Bắc Giang,Huyện Lục Nam,Tiên Nha,4703,7468.0,,Xã,218.0,24.0,21.32222,106.43,1152,Khá,3.140000000026576e-07,21.32254,106.42954,59.46830081124608
2938,Tỉnh Bắc Giang,Huyện Lục Nam,Trường Giang,2921,7471.0,,Xã,218.0,24.0,21.3073555,106.4926777,-1,Khá,,21.15035,107.36734,
2939,Tỉnh Bắc Giang,Huyện Lục Nam,Tiên Hưng,6841,,,,,,21.3024105,106.3997225,-1,Khá,,21.15035,107.36734,
2940,Tỉnh Bắc Giang,Huyện Lục Nam,Phương Sơn,8028,7477.0,,Thị trấn,218.0,24.0,21.305658,106.322502,-1,Khá,,21.15035,107.36734,
2941,Tỉnh Bắc Giang,Huyện Lục Nam,Chu Điện,11621,7480.0,,Xã,218.0,24.0,21.30333,106.36,1169,Rất tốt,2.6901199999976275e-05,21.29857,106.35794,570.6933036598639
2942,Tỉnh Bắc Giang,Huyện Lục Nam,Cương Sơn,5893,7483.0,,Xã,218.0,24.0,21.29639,106.42444,1153,Tốt,1.4532499999950984e-05,21.29332,106.4267,413.9507278956659
2943,Tỉnh Bắc Giang,Huyện Lục Nam,Nghĩa Phương,15407,7486.0,,Xã,218.0,24.0,21.27222,106.46917,1154,Tốt,9.994500000063086e-06,21.27171,106.46605,328.2276479943713
2944,Tỉnh Bắc Giang,Huyện Lục Nam,Vô Tranh,9304,7489.0,,Xã,218.0,24.0,21.26694,106.53083,1155,Tốt,2.161850000000656e-05,21.26242,106.52974,515.1365121776614
2945,Tỉnh Bắc Giang,Huyện Lục Nam,Bình Sơn,6996,7492.0,,Xã,218.0,24.0,21.26389,106.625,1157,Tốt,0.0003200775999999,21.25863,106.6079,1866.046347873069
2946,Tỉnh Bắc Giang,Huyện Lục Nam,Lan Mẫu,8354,7495.0,,Xã,218.0,24.0,21.26861,106.31944,1166,Tốt,5.474340000005097e-05,21.27446,106.31491,802.1658909314552
2947,Tỉnh Bắc Giang,Huyện Lục Nam,Yên Sơn,10345,7498.0,,Xã,218.0,24.0,21.2589403,106.3354683,-1,Khá,,21.15035,107.36734,
2948,Tỉnh Bắc Giang,Huyện Lục Nam,Khám Lạng,6029,7501.0,,Xã,218.0,24.0,21.2675,106.38056,1165,Rất tốt,6.64520000000353e-05,21.26896,106.38858,846.7547020221859
2949,Tỉnh Bắc Giang,Huyện Lục Nam,Huyền Sơn,5637,7504.0,,Xã,218.0,24.0,21.2581255,106.4173325,-1,Khá,,21.15035,107.36734,
2950,Tỉnh Bắc Giang,Huyện Lục Nam,Trường Sơn,6313,7507.0,,Xã,218.0,24.0,21.23444,106.56139,1156,Tốt,4.276100000005854e-06,21.23625,106.56039,226.3823686328176
2951,Tỉnh Bắc Giang,Huyện Lục Nam,Lục Sơn,7775,7510.0,,Xã,218.0,24.0,21.2175,106.62222,1158,Khá,1.6995700000059286e-05,21.21456,106.62511,443.4140862935883
2952,Tỉnh Bắc Giang,Huyện Lục Nam,Bắc Lũng,7503,7513.0,,Xã,218.0,24.0,21.25722,106.36694,1160,Rất tốt,1.511770000000139e-05,21.25346,106.36793,430.4965981582347
2953,Tỉnh Bắc Giang,Huyện Lục Nam,Vũ Xá,3556,7516.0,,Xã,218.0,24.0,21.22778,106.34472,1163,Tốt,8.399700000000496e-05,21.22661,106.35381,951.1234167167538
2954,Tỉnh Bắc Giang,Huyện Lục Nam,Cẩm Lý,8586,7519.0,,Xã,218.0,24.0,21.21111,106.38083,1161,Rất tốt,1.0430800000011437e-05,21.21249,106.37791,339.3649935908738
2955,Tỉnh Bắc Giang,Huyện Lục Nam,Đan Hội,5250,7522.0,,Xã,218.0,24.0,21.18833,106.33306,1162,Tốt,9.523279999999702e-05,21.18151,106.34004,1048.2453944599033
2956,Tỉnh Bắc Giang,Huyện Lục Ngạn,Chũ,8113,7525.0,,Thị trấn,219.0,24.0,21.3820872,106.587715,2449,Tốt,0.0001361273568399,21.37138,106.59235,1283.6784197814843
2957,Tỉnh Bắc Giang,Huyện Lục Ngạn,Cấm Sơn,4473,7528.0,,Xã,219.0,24.0,21.57222,106.57667,1189,Tốt,5.079729999986957e-05,21.57429,106.56985,741.837645184441
2958,Tỉnh Bắc Giang,Huyện Lục Ngạn,Tân Sơn,8431,7531.0,,Xã,219.0,24.0,21.57111,106.63889,1188,Khá,7.239999999886672e-07,21.57153,106.63963,89.64677800471765
2959,Tỉnh Bắc Giang,Huyện Lục Ngạn,Phong Minh,2717,7534.0,,Xã,219.0,24.0,21.54389,106.73583,1186,Khá,0.0002352640999999,21.52884,106.73879,1701.2584638004844
2960,Tỉnh Bắc Giang,Huyện Lục Ngạn,Phong Vân,5380,7537.0,,Xã,219.0,24.0,21.35778,106.66889,1181,Tốt,0.0005515132999999,21.36605,106.69087,2454.893552750072
2961,Tỉnh Bắc Giang,Huyện Lục Ngạn,Xa Lý,3029,7540.0,,Xã,219.0,24.0,21.53795,106.822371,-1,Khá,,21.15035,107.36734,
2962,Tỉnh Bắc Giang,Huyện Lục Ngạn,Hộ Đáp,4471,7543.0,,Xã,219.0,24.0,21.51139,106.6125,1190,Tốt,2.8178000000125305e-06,21.51002,106.61347,182.41714732261028
2963,Tỉnh Bắc Giang,Huyện Lục Ngạn,Sơn Hải,3801,7546.0,,Xã,219.0,24.0,21.50861,106.5475,1192,Rất tốt,4.035620000009148e-05,21.50772,106.55379,658.1948821093055
2964,Tỉnh Bắc Giang,Huyện Lục Ngạn,Thanh Hải,16395,7549.0,,Xã,219.0,24.0,21.43361,106.58389,1193,Tốt,3.8389000000001966e-05,21.42968,106.58868,660.8919879198103
2965,Tỉnh Bắc Giang,Huyện Lục Ngạn,Kiên Lao,6657,7552.0,,Xã,219.0,24.0,21.61028,106.49917,2211,Khá,0.0005974169000006,21.60816,106.47482,2528.312659269115
2966,Tỉnh Bắc Giang,Huyện Lục Ngạn,Biên Sơn,7770,7555.0,,Xã,219.0,24.0,21.45722,106.62472,1191,Khá,2.6677799999977412e-05,21.45539,106.61989,539.6828584279631
2967,Tỉnh Bắc Giang,Huyện Lục Ngạn,Kiên Thành,9783,7558.0,,Xã,219.0,24.0,21.4425,106.55778,1194,Rất tốt,3.14584999999781e-05,21.43703,106.55654,621.6290283764027
2968,Tỉnh Bắc Giang,Huyện Lục Ngạn,Hồng Giang,10348,7561.0,,Xã,219.0,24.0,21.40472,106.60861,1300,Rất tốt,8.097170000004601e-05,21.39663,106.61255,987.7267027856084
2969,Tỉnh Bắc Giang,Huyện Lục Ngạn,Kim Sơn,2415,7564.0,,Xã,219.0,24.0,21.41611,106.74444,1184,Tốt,5.960000000031906e-08,21.41631,106.74458,26.54434703404002
2970,Tỉnh Bắc Giang,Huyện Lục Ngạn,Tân Hoa,6978,7567.0,,Xã,219.0,24.0,21.395,106.70889,1183,Tốt,9.458499999983375e-06,21.39428,106.71188,319.74733631423106
2971,Tỉnh Bắc Giang,Huyện Lục Ngạn,Giáp Sơn,9363,7570.0,,Xã,219.0,24.0,21.40194,106.65278,1198,Khá,5.607810000004372e-05,21.40719,106.64744,803.9949139378855
2972,Tỉnh Bắc Giang,Huyện Lục Ngạn,Biển Động,8200,7573.0,,Xã,219.0,24.0,21.3885666,106.7517859,-1,Khá,,21.15035,107.36734,
2973,Tỉnh Bắc Giang,Huyện Lục Ngạn,Quý Sơn,18003,7576.0,,Xã,219.0,24.0,21.37806,106.50944,1174,Tốt,2.668999999980525e-07,21.37844,106.50909,55.66664320503002
2974,Tỉnh Bắc Giang,Huyện Lục Ngạn,Trù Hựu,9741,7579.0,,Xã,219.0,24.0,21.38972,106.54917,1196,Rất tốt,1.1426000000051475e-06,21.39021,106.55012,112.44182392369709
2975,Tỉnh Bắc Giang,Huyện Lục Ngạn,Phì Điền,5372,7582.0,,Xã,219.0,24.0,21.3975,106.66389,1199,Tốt,0.0003326508999999,21.38745,106.67911,1931.821183833028
2976,Tỉnh Bắc Giang,Huyện Lục Ngạn,Nghĩa Hồ,7205,,,,,,21.374962,106.591821,-1,Khá,,21.15035,107.36734,
2977,Tỉnh Bắc Giang,Huyện Lục Ngạn,Tân Quang,10451,7588.0,,Xã,219.0,24.0,21.3675,106.64306,1301,Tốt,2.528719999997314e-05,21.37184,106.6456,549.606556540513
2978,Tỉnh Bắc Giang,Huyện Lục Ngạn,Đồng Cốc,5952,7591.0,,Xã,219.0,24.0,21.36333,106.69139,1181,Tốt,7.66879999999461e-06,21.36605,106.69087,307.2063164282826
2979,Tỉnh Bắc Giang,Huyện Lục Ngạn,Tân Lập,8310,7594.0,,Xã,219.0,24.0,21.3247324,106.6456265,-1,Khá,,21.15035,107.36734,
2980,Tỉnh Bắc Giang,Huyện Lục Ngạn,Phú Nhuận,4561,7597.0,,Xã,219.0,24.0,21.34444,106.73083,1180,Khá,1.377770000002071e-05,21.3416,106.73322,401.2438487078145
2981,Tỉnh Bắc Giang,Huyện Lục Ngạn,Mỹ An,6351,7600.0,,Xã,219.0,24.0,21.32694,106.51889,1176,Rất tốt,7.401999999998397e-05,21.32404,106.52699,898.843679629528
2982,Tỉnh Bắc Giang,Huyện Lục Ngạn,Nam Dương,8862,7603.0,,Xã,219.0,24.0,21.33583,106.57278,1197,Khá,1.2294100000017152e-05,21.33604,106.57628,363.2602392173439
